"id","tambonId","zipcodeId"
"1205","221004","22210"
"1206","221005","22210"
"1207","230101","23000"
"1208","230102","23000"
"1209","230103","23000"
"1210","230104","23000"
"1211","230105","23000"
"1212","230106","23000"
"1213","230107","23000"
"1214","230108","23000"
"1215","230109","23000"
"1216","230110","23000"
"1217","230111","23000"
"1218","230112","23000"
"1219","230113","23000"
"1220","230114","23000"
"1221","230201","23110"
"1222","230202","23110"
"1223","230203","23110"
"1224","230301","23130"
"1225","230302","23150"
"1226","230303","23130"
"1227","230304","23150"
"1228","230305","23150"
"1229","230306","23150"
"1230","230307","23150"
"1231","230308","23130"
"1232","230401","23140"
"1233","230402","23140"
"1234","230403","23140"
"1235","230404","23140"
"1236","230405","23140"
"1237","230501","23120"
"1238","230502","23120"
"1239","230503","23120"
"1240","230507","23120"
"1241","230601","23000"
"1242","230602","23000"
"1243","230701","23170"
"1244","230702","23170"
"1245","240101","24000"
"1246","240102","24000"
"1247","240103","24000"
"1248","240104","24000"
"1249","240105","24000"
"1250","240106","24000"
"1251","240107","24000"
"1252","240108","24000"
"1253","240109","24000"
"1254","240110","24000"
"1255","240111","24000"
"1256","240112","24000"
"1257","240113","24000"
"1258","240114","24000"
"1259","240115","24000"
"1260","240116","24000"
"1261","240117","24000"
"1262","240118","24000"
"1263","240119","24000"
"1264","240201","24110"
"1265","240204","24110"
"1266","240208","24110"
"1267","240209","24110"
"1268","240210","24110"
"1269","240211","24110"
"1270","240212","24110"
"1271","240213","24110"
"1272","240214","24110"
"1273","240301","24150"
"1274","240302","24150"
"1275","240303","24150"
"1276","240304","24150"
"1277","240305","24170"
"1278","240306","24170"
"1279","240307","24150"
"1280","240308","24170"
"1281","240309","24000"
"1282","240310","24150"
"1283","240401","24130"
"1284","240402","24130"
"1285","240403","24180"
"1286","240404","24180"
"1287","240405","24130"
"1288","240406","24180"
"1289","240407","24130"
"1290","240408","24130"
"1291","240409","24180"
"1292","240410","24130"
"1293","240411","24180"
"1294","240412","24130"
"1295","240501","24140"
"1296","240502","24140"
"1297","240503","24140"
"1298","240504","24140"
"1299","240505","24140"
"1300","240506","24140"
"1301","240507","24140"
"1302","240508","24140"
"1303","240509","24140"
"1304","240510","24140"
"1305","240511","24140"
"1306","240512","24140"
"1307","240513","24140"
"1308","240514","24140"
